brand_name,food_category,total_stores,attendance_fee,corp_name,corp_address,corp_type,corp_capital,corp_reg_date,corp_location
牛仕莱自助牛排,西餐,80,10~20万,江苏牛仕莱餐饮有限公司,江苏省盐城,有限责任公司,500,2010-01-13,江苏省盐城市建湖县人
爱尚披萨,披萨,115,1~5万,爱尚披萨,广东省,有限责任公司,400,2006-05-19,广东省
棒约翰披萨店,披萨,121,1~5万,棒约翰披萨店,广东省,有限责任公司,400,2009-10-08,广东省
胡椒厨房西餐,,100,1万以下,胡椒厨房（）餐饮管理有限公司,北京市,国有企业,100,,北京市
桂花,餐饮,30,20~50万,N/A,北京市,有限责任公司,20,2013-01-28,北京市朝阳区
CASANOVA意大利餐厅,餐饮,15,20~50万,CASANOVA意大利餐厅,上海市,私营企业,50,2016-01-01,上海市
美乐滋披萨,西餐,2000,5~10万,美乐滋披萨,上海市,有限责任公司,100,2008-12-28,上海市
牛仕莱黑椒牛排,西餐,80,10~20万,江苏牛仕莱餐饮有限公司,江苏省盐城,有限责任公司,500,2010-01-13,江苏省盐城市建湖县人
伊莎贝甜,西餐,135,1~5万,伊莎贝甜餐饮有限公司,上海市,有限责任公司,700,2005-10-11,上海市卢湾区
上海披萨店,披萨,75,10~20万,上海披萨店,上海市,私营企业,500,2005-02-21,上海市
51度咖啡牛排,牛排,12,10~20万,重庆51度餐饮管理有限公司,重庆市,有限责任公司,1500,2000-06-01,重庆市
青悦越南料理,西餐,47,1~5万,青悦越南料理,浙江省杭州,有限责任公司,300,2005-08-05,浙江省杭州市
宁富,"肉制品,饮食",49,10~20万,江苏宁富食品有限公司,江苏省,有限责任公司,200,1997-05-22,江苏省盐城市
肆毫薄饼,西餐,142,1~5万,杭州巧燕坊餐饮管理有限公司,,,,,
德国三皇冠1308自酿啤酒坊餐厅,西餐,58,1~5万,德国三皇冠1308自酿啤酒坊餐,上海市,有限责任公司,300,2005-08-05,上海市
田园披萨,田园披萨,233,10~20万,广州凯美投资管理有限责任公司,广东省,有限责任公司,300,2004-09-09,广东省
披萨扣,披萨,542,10~20万,披萨扣,安徽省,有限责任公司,350,1994-10-05,安徽省合肥
蕉叶泰国餐厅,泰国菜,112,1~5万,蕉叶泰国餐厅,北京市,有限责任公司,300,2003-06-14,北京市
派乐,餐饮,50,1~5万,派乐汉堡,湖北省,有限责任公司,500,2002-08-06,湖北省
金泰皇蕉叶餐厅,西餐,65,1~5万,金泰皇蕉叶餐厅,江苏省南京,有限责任公司,300,2008-08-05,江苏省南京市
逅夏榴莲,西餐,200,1万以下,逅夏榴莲,香港特别行政区,有限责任公司,400,1995-04-13,香港特别行政区
卡乐滋美式快餐,西餐,200,10~20万,卡乐滋美式快餐,上海市,股份有限公司,2000,2011-09-05,上海市长宁区金钟路9
烤肉自助,烤肉自助,450,20~50万,烤肉自助有限公司,广东省,有限责任公司,350,1996-07-17,广东省
北极雪汉堡,餐饮,50,1~5万,北极雪汉堡,北京市,有限责任公司,500,2007-05-16,北京市
小锅饭老厨常菜,小锅饭老厨常菜,60,10~20万,小锅饭老厨常菜,山东省,有限责任公司,100,2003-06-16,山东省
拉蒂娜Latina巴西烧烤音乐餐厅,西餐厅,50,1~5万,拉蒂娜Latina巴西烧烤音乐,北京市,有限责任公司,500,2008-12-09,北京市
咖巴伊牛排,牛排,210,20~50万,咖巴伊牛排,浙江省杭州,私营企业,500,2005-09-21,浙江省杭州市上城区
西提牛排,牛排,50,10~20万,西提牛排,上海市,有限责任公司,500,2006-01-01,上海市
石山水,餐饮,47,10~20万,石山水,上海市,私营企业,89,2004-07-07,上海市卢湾区
露莎士咖喱块,咖喱,506,50~100万,厦门泰昇贸易有限公司,福建省厦门,有限责任公司,400,2003-10-09,福建省厦门市
泰辣椒,西餐,48,1~5万,泰辣椒,安徽省合肥,有限责任公司,300,2008-05-18,安徽省合肥市
沙拉斯食品,西式快餐,25,1~5万,沙拉斯食品,福建省,有限责任公司,234,1991-11-02,福建省
萨斯顿西餐,西餐,50,20~50万,香港国力（国际）集团,香港特别行政区,有限责任公司,500,2005-05-11,香港特别行政区
大唐脸谱,大唐脸谱,434,20~50万,大唐脸谱投资咨询有限公司,山东省,有限责任公司,500,2013-01-28,山东省
望秦精酿啤酒餐厅 WITCHCRAFT,西餐,65,1~5万,望秦精酿啤酒餐厅 WITCHC,上海市,有限责任公司,400,2009-02-23,上海市
老邻居馋香基,"老邻居馋香基,老",10,1万以下,老邻居馋香基,山东省青岛,有限责任公司,100,2000-01-01,山东省青岛市
瑞和铁板烧,铁板烧,30,10~20万,瑞和铁板烧,广东省,有限责任公司,300,2008-05-05,广东省
雷门日式料理,雷门日式料理,41,10~20万,雷门日式料理,北京市,私营企业,35,2003-11-05,北京市
1515牛排馆·酒吧,西餐厅,50,1~5万,1515牛排馆·酒吧,上海市,有限责任公司,500,2010-11-29,上海市
西餐店,西餐店,528,1~5万,西餐店,北京市,有限责任公司,400,2005-09-02,北京市
越前外带寿司小吃,小吃,480,20~50万,杭州豚源极餐饮管理有限公司,浙江省杭州,有限责任公司,100,2008-09-09,浙江省杭州市
麦诺小子汉堡,餐饮,50,5~10万,麦诺小子汉堡,广东省,有限责任公司,500,2010-07-04,广东省
佰林西点,,400,5~10万,佰林西点,山东省,有限责任公司,500,2005-02-09,山东省
秦皇,小熊伴嫁 1 鸡,19,20~50万,N/A,河北省,其它,10,1995-02-28,河北省秦皇岛市
漫和牛排馆,餐饮,50,1~5万,漫和牛排馆,广东省,有限责任公司,500,2010-04-13,广东省
麝香猫咖啡,麝香猫咖啡,250,5~10万,麝香猫咖啡,北京市,有限责任公司,500,2001-07-11,北京市西城区
mr披萨,披萨,536,20~50万,mr披萨,上海市,有限责任公司,350,2001-10-16,上海市
特嘉德比萨,"快餐,西餐,披萨",201,10~20万,特嘉德比萨,山东省青岛,有限责任公司,120,2009-01-07,山东省青岛市
意苔小镇披萨,西餐,167,10~20万,福州意苔小镇餐饮管理有限公司,福建省福州,股份有限公司,1563,2007-10-10,福建省福州市仓山区
爱必喜手握披萨,西餐,234,1~5万,爱必喜手握披萨,北京市,有限责任公司,300,2006-09-05,北京市
全罗一品芝士,,200,1万以下,全罗一品芝士,台湾省,有限责任公司,400,2009-03-27,台湾省
Green Bazar甜绿新集低卡餐厅,西餐厅,50,1~5万,Green Bazar甜绿新集,浙江省,有限责任公司,500,2010-12-06,浙江省
百味咖喱,咖喱,590,50~100万,北京今日百味餐饮服务有限公司,北京市,有限责任公司,400,1997-09-08,北京市
卡西里西餐厅,西餐,20,5~10万,广州卡西里西餐厅,广东省广州,有限责任公司,100,2014-05-12,广东省广州市荔湾区
牛排西餐厅,牛排西餐厅,200,5~10万,塞纳左岸国际餐饮管理（北京）公,北京市,有限责任公司,200,2011-06-09,北京市
麦茜哥,西餐,35,5~10万,麦茜哥,广东省广州,有限责任公司,238,1994-12-17,广东省广州市
芝士姐姐,芝士姐姐,10,1~5万,芝士姐姐,江苏省,国有企业,3,2014-07-17,江苏省
土豆披萨小站,西餐,166,10~20万,土豆披萨小站餐饮公司,北京市,股份有限公司,1553,2002-10-09,北京市朝阳区
大犇牛排,西餐,35,5~10万,大犇牛排,上海市,有限责任公司,135,2003-12-17,上海市
私房披萨,私房披萨,224,10~20万,上海私房披萨有限责任公司,上海市,有限责任公司,300,2008-09-17,上海市
上海披萨,上海披萨,543,10~20万,上海披萨,上海市,有限责任公司,100,2013-08-08,上海市
牛脾气牛排,餐饮,30,10~20万,牛脾气牛排,河北省唐山,有限责任公司,100,2012-01-01,河北省唐山市
熊猫披萨,"熊猫披萨,熊猫披",200,1~5万,熊猫披萨,,,,,
瑞斯汀咖啡厅,西餐,323,1~5万,瑞斯汀咖啡厅,北京市,有限责任公司,300,2011-03-18,北京市
季诺意式休闲餐厅,西餐,564,20~50万,上海寰城季诺食品有限公司,上海市,有限责任公司,500,1995-10-18,上海市
PizzaHaven澳得萨,比萨饼,80,20~50万,澳得萨(Pizza Haven,上海市,外商投资企业,100,2000-12-01,上海市
布尔牛排,其他,36,1~5万,布尔牛排,河南省洛阳,有限责任公司,400,2013-02-05,河南省洛阳市壥河区
边境东南亚小吃,小吃,103,1~5万,边境东南亚小吃,北京市,有限责任公司,300,2014-08-25,北京市
思乡客西餐,"西餐,牛排",210,10~20万,思乡客西餐,江苏省无锡,有限责任公司,200,2012-01-13,江苏省无锡市
Rhythm美式餐厅,餐饮,15,20~50万,Rhythm美式餐厅,上海市,私营企业,100,2016-01-01,上海市
比格披萨自助,披萨,67,1~5万,比格披萨自助,北京市,有限责任公司,500,2002-09-17,北京市
手握披萨,手握披萨,224,10~20万,北京手握披萨餐饮有限责任公司,北京市,有限责任公司,300,2011-08-31,北京市
欢乐披萨,披萨,565,20~50万,山东必普电子商务股份有限公司,山东省,有限责任公司,500,2013-10-23,山东省
疯味派手握披萨,西餐,324,1~5万,疯味派手握披萨,北京市,有限责任公司,400,2002-09-06,北京市
罗斯福色戒餐厅,餐饮,160,5~10万,罗斯福色戒餐厅,北京市,有限责任公司,100,2010-01-01,北京市
i转角西餐,西餐,200,20~50万,i转角西餐,北京市,有限责任公司,200,2010-01-12,北京市
回头客,test,2,5~10万, 回头客食品（福建）有限公司,福建省,国有企业,100,2014-02-12,福建省
太原餐饮,餐饮,27,5~10万,太原餐饮,山西省,有限责任公司,200,2006-02-08,山西省
好邻福5元比萨,披萨,100,5~10万,凯富食品（上海）有限公司,上海市,有限责任公司,100,2004-05-01,上海市
国王牛排,西餐牛排,43,20~50万,国王牛排,湖南省,有限责任公司,50,2015-06-19,湖南省株洲市芦淞区
卡卡国王西餐,"西餐,牛排",100,20~50万,浙江两岸食品连锁有限公司,浙江省杭州,有限责任公司,200,2003-01-09,浙江省杭州市
意必客西餐,西餐,558,10~20万,意必客西餐,广东省广州,有限责任公司,300,2002-09-25,广东省广州市
豪杰士牛排,餐饮,500,10~20万,合肥市豪杰士餐饮管理有限公司,安徽省合肥,有限责任公司,100,2013-01-01,安徽省合肥市
Home Thai,西餐,102,1~5万,Home Thai,北京市,有限责任公司,300,2015-09-14,北京市
瓦城泰国料理,西餐,54,1~5万,瓦城泰国料理,浙江省金华,有限责任公司,400,2005-08-05,浙江省金华市
纽一比萨,西餐,45,1~5万,纽一比萨,天津市,有限责任公司,15,2009-12-29,天津市
汉堡披萨,披萨,453,5~10万,秦皇岛麦翁餐饮管理有限公司,山东省,有限责任公司,350,1993-09-29,山东省秦皇岛
维克多快餐,面条，米饭等其他,99,20~50万,维克多快餐有限责任公司,上海市,有限责任公司,500,2011-10-08,上海市
西餐咖啡,"西餐咖啡,西餐,",10,5~10万,西餐咖啡,浙江省,有限责任公司,100,2000-01-01,浙江省
芋尚爱披萨,西餐,166,10~20万,上海上成餐饮管理有限公司,上海市,股份有限公司,1563,2005-10-19,上海市长宁区
披萨王,披萨王,332,10~20万,深圳披萨王餐饮有限责任公司,广东省,有限责任公司,300,2008-09-02,广东省
悦丽怡景西餐厅,西餐,35,50~100万,悦丽怡景西餐厅,河南省,有限责任公司,150,2009-03-01,河南省
上海手握披萨,披萨,61,10~20万,上海手握披萨,上海市,私营企业,100,2005-02-23,上海市
PhoZen小会越南粉,西餐厅,115,1~5万,PhoZen小会越南粉,北京市,有限责任公司,400,2005-09-02,北京市
Lingo西餐厅,西餐,85,1~5万,Lingo西餐厅,上海市,有限责任公司,500,2005-08-25,上海市
牛骑士西餐厅,牛排,10,10~20万,台州菲凡餐饮企业管理有限公司,浙江省台州,有限责任公司,500,2006-09-01,浙江省台州市椒江区
美食嘉族酒吧花式铁板烧,牛排、海鲜、铁板,10,50~100万,香港美食嘉族国际餐饮连锁管理有,湖北省,私营企业,500,2004-09-08,湖北省荆州市沙市区北
金蕉叶,西餐,58,1~5万,金蕉叶,北京市,有限责任公司,300,2009-09-21,北京市
咔哩咖喱,咖喱,409,20~50万,上海弄满香餐饮有限公司餐厅,上海市,有限责任公司,400,2011-10-08,上海市
哈喽披萨,披萨,321,10~20万,哈喽披萨有限公司,北京市,有限责任公司,500,1995-06-14,北京市
叫板比萨,餐饮,50,1~5万,叫板比萨,北京市,有限责任公司,500,2008-12-08,北京市
疯味派甜筒披萨,披萨,73,10~20万,疯味派甜筒披萨,上海市,私营企业,100,2004-03-30,上海市
聚客来牛排,牛排,30,10~20万,聚客来牛排,北京市,有限责任公司,1000,2000-01-01,北京市
汤姆的牛排,牛排,15,20~50万,东方豪客有限公司,广东省,有限责任公司,2000,2009-10-02,广东省
牛骑士牛排餐厅,餐饮,100,10~20万,台州菲凡餐饮企业管理有限公司,浙江省台州,有限责任公司,500,2006-09-01,浙江省台州市
牛骑士牛排馆,餐饮,35,10~20万,台州菲凡餐饮企业管理有限公司,浙江省,有限责任公司,500,2015-01-16,浙江省台州市椒江区
迈巴客炸鸡汉堡,餐饮,60,1~5万,迈巴客炸鸡汉堡,北京市,有限责任公司,500,2009-06-28,北京市
澳客比萨,西餐,409,10~20万,石庄澳客餐饮有限责任公司,河北省石庄,有限责任公司,300,2007-08-09,河北省石庄市
恰餐厅酒吧,西餐,56,1~5万,恰餐厅酒吧,江苏省,有限责任公司,600,2001-08-21,江苏省南京市
安妮披萨,披萨,32,1~5万,安妮披萨,福建省莆田,有限责任公司,500,2013-02-05,福建省莆田市城厢区
玲珑泰,西餐,59,1~5万,玲珑泰,浙江省杭州,有限责任公司,250,2002-05-14,浙江省杭州市
芝根芝底披萨,披萨,331,1~5万,芝根芝底披萨,河北省,有限责任公司,400,2006-08-15,河北省
1886汽车主题德国餐厅,西餐厅,154,1~5万,1886汽车主题德国餐厅,北京市,有限责任公司,400,2012-05-14,北京市
史塔克芝士肋排,史塔克芝士肋排,11,10~20万,史塔克芝士肋排,吉林省,国有企业,16,2015-09-23,吉林省
泰咖喱,西餐,58,1~5万,泰咖喱,浙江省杭州,有限责任公司,250,2000-09-21,浙江省杭州市
半秋山西餐厅,餐饮,50,5~10万,半秋山西餐厅,北京市,私营企业,50,2013-07-01,北京市东城区
逗牛势牛排,餐厅,300,20~50万,逗牛势牛排有限公司,浙江省杭州,有限责任公司,100,1997-02-18,浙江省杭州市上城区
马上诺披萨,披萨,50,20~50万,马上诺餐饮上海有限公司,上海市,有限责任公司,500,2012-01-01,上海市
维萨手握披萨,西餐,234,1~5万,维萨手握披萨,北京市,有限责任公司,300,2003-09-03,北京市
泰谷泰国休闲餐厅,西餐,56,1~5万,泰谷泰国休闲餐厅,上海市,有限责任公司,300,2005-08-05,上海市
飞萨手握披萨,西餐,343,1~5万,飞萨手握披萨,北京市,有限责任公司,300,2002-09-06,北京市
乐百丽披萨,披萨,564,100~200万,秦皇岛麦翁餐饮管理有限公司,河北省秦皇岛,有限责任公司,500,2016-10-06,河北省秦皇岛市
斯比特花园·意大利餐厅,西餐,135,10~20万,斯比特花园·意大利餐厅,上海市,有限责任公司,100,2005-01-01,上海市
dr pizza,西餐,136,1~5万,Dr pizza餐饮有限公司,,,,,
麦基客西餐,汉堡,400,20~50万,郑州麦基客汉堡连锁有限公司,河南省郑州,有限责任公司,100,2000-02-22,河南省郑州市
77法餐厅,西餐厅,300,5~10万,77法餐厅,四川省,有限责任公司,500,2014-09-17,四川省
吉野咖喱,咖喱,553,50~100万,吉野咖喱,上海市,有限责任公司,100,2003-10-09,上海市
奔腾牛排,其他,36,1~5万,奔腾牛排,江苏省徐州,有限责任公司,400,2013-02-05,江苏省徐州市九里区
德美滋老炸鸡,德美滋老炸鸡,323,5~10万,大唐脸谱投资咨询有限公司,山东省,有限责任公司,500,2013-01-28,山东省
尚牛派西餐厅,西餐,158,1~5万,尚牛派西餐厅,北京市,有限责任公司,400,2005-09-02,北京市
跃食素甜品,餐饮,469,20~50万,万郁餐饮管理有限公司,河北省,有限责任公司,300,2003-02-05,河北省
v萨手握披萨,西餐,234,1~5万,v萨手握披萨,北京市,有限责任公司,400,2002-09-05,北京市
蜜瘾茶餐饮品,西餐,200,20~50万,华莱士汉堡店,福建省,有限责任公司,200,2000-01-13,福建省福州市
美盒披萨,披萨,50,20~50万,北京加羿盛景餐饮发展有限公司,北京市,有限责任公司,500,2009-01-01,北京市
飞萨披萨,,30,10~20万,飞萨披萨,广东省,有限责任公司,500,2011-11-08,广东省
塔可墨西哥餐厅,墨西哥特色餐饮,30,20~50万,南京塔可餐饮管理有限公司,江苏省,私营企业,100,2007-05-04,江苏省南京市栖霞区
Tajine Moroccan塔金摩洛哥中东餐厅,西餐厅,50,1~5万,Tajine Moroccan,广东省广州,有限责任公司,500,2010-12-06,广东省广州市
薯多客薯条,薯条、轰炸大鱿鱼,50,1~5万,薯多客薯条专卖店,,,,,
阿莫牛排,牛排,41,1~5万,阿莫牛排,江西省宜春地区,有限责任公司,200,2009-08-28,江西省宜春地区丰城市
红砖匹萨,,0,5~10万,美国Naples（拿坡里）红砖,上海市上海,其它,,,上海浦东南路255号
另肋芝士肋排,另肋芝士肋排,16,10~20万,另肋芝士肋排,江苏省常州,国有企业,16,2014-03-13,江苏省常州市
蜜萨奇披萨,披萨,100,5~10万,和顺餐饮企业管理有限公司,广东省,有限责任公司,100,2013-01-01,广东省广州市
鸢尾天空法餐厅 iris le ciel by choc,餐饮,15,20~50万,鸢尾天空法餐厅 iris le,上海市,私营企业,100,2015-01-01,上海市
DATING达庭西餐厅,西餐厅,105,1~5万,DATING达庭西餐厅,上海市,有限责任公司,300,2010-09-14,上海市
意式现制咖啡,西餐,544,1~5万,意式现制咖啡,上海市,有限责任公司,500,2007-06-05,上海市
吧嗒嘴鸡排,吧嗒嘴鸡排,100,1~5万,吧嗒嘴鸡排,山东省,有限责任公司,100,2010-01-01,山东省
牛仕莱西餐牛排,西餐,80,10~20万,江苏牛仕莱餐饮有限公司,江苏省盐城,有限责任公司,500,2010-03-13,江苏省盐城市建湖县人
赛牛炙烧牛排,牛排,15,20~50万,广东省广州市赛牛餐饮管理有限公,广东省广州,有限责任公司,1500,2008-11-01,广东省广州市
豪佳客牛排杯,豪佳客牛排杯,300,1~5万,豪佳客牛排杯,江苏省南京,国有企业,500,2000-07-17,江苏省南京市
泰润味,西餐,110,1~5万,泰润味,江苏省南京,有限责任公司,300,2012-09-04,江苏省南京市
OTTIMO欧迪姆进口生蚝吧西餐厅,餐饮,15,20~50万,OTTIMO欧迪姆进口生蚝吧西,上海市,私营企业,100,2017-01-01,上海市
奥多姆,西餐,203,1~5万,奥多姆,上海市,有限责任公司,300,2010-09-04,上海市
锋狂滋味,餐饮,30,5~10万,武汉亿胜源投资管理有限公司,湖北省武汉,有限责任公司,700,2013-01-02,湖北省武汉市东西湖区
酷公社披萨,披萨,115,1~5万,酷公社披萨,辽宁省,有限责任公司,500,2011-10-13,辽宁省
乐宠屋宠物主题餐厅,西餐,84,1~5万,乐宠屋宠物主题餐厅,黑龙江省哈尔滨,有限责任公司,300,2003-06-29,黑龙江省哈尔滨市
Twinings川宁餐厅,西餐,45,1~5万,Twinings川宁餐厅,江苏省南京,有限责任公司,300,2004-08-05,江苏省南京市
福德林西点,,400,10~20万,福德林西点,北京市,有限责任公司,500,2013-02-07,北京市
英国心三明治,西餐,155,10~20万,英国心三明治餐饮管理有限公司,上海市,股份有限公司,1435,2003-02-12,上海市徐汇区
贝斯门音乐餐吧加盟,美食、美酒、音乐,236,20~50万,贝斯门音乐餐吧加盟,上海市,私营企业,100,2015-10-16,上海市闸北区
鑫泰泰国料理,西餐,63,1~5万,鑫泰泰国料理,浙江省杭州,有限责任公司,400,2013-06-23,浙江省杭州市
卡莎主题西餐厅,西餐,50,1~5万,上海卡莎主题西餐厅,上海市,有限责任公司,132,2014-05-13,上海市宝山区
皇室贵族牛排,牛排,7,20~50万,皇室贵族牛排,北京市,有限责任公司,1000,2012-01-01,北京市
咖啡餐厅,咖啡餐厅,529,1~5万,咖啡餐厅,广东省,有限责任公司,300,2010-09-04,广东省
Black Pepper黑辣椒土耳其餐厅,西餐,56,1~5万,Black Pepper黑辣椒,江苏省无锡,有限责任公司,500,2000-08-24,江苏省无锡市
尖沙嘴蛋挞,,300,5~10万,尖沙嘴蛋挞,香港特别行政区,有限责任公司,400,1989-01-26,香港特别行政区
私厨老爸餐厅,西餐,130,10~20万,私厨老爸餐厅,上海市,有限责任公司,100,1995-01-01,上海市
牛仕莱牛排店,西餐,80,10~20万,江苏牛仕莱餐饮有限公司,江苏省盐城,有限责任公司,500,2013-01-08,江苏省盐城市建湖县人
星期五餐厅西餐,星期五餐厅西餐服,40,10~20万,星期五餐厅西餐,四川省,有限责任公司,100,2002-06-16,四川省
好而由餐厅,,300,5~10万,好而由餐厅,福建省,有限责任公司,400,2008-12-18,福建省
萨瓦蒂卡泰国料理,西餐,114,1~5万,萨瓦蒂卡泰国料理,辽宁省沈阳,有限责任公司,236,2014-08-14,辽宁省沈阳市
UD BurgerGrill新美式餐厅,西餐厅,70,1~5万,UD Burger&Grill,北京市,有限责任公司,500,2010-12-06,北京市
海螺披萨,西餐,112,10~20万,意大利哈萨里比萨餐饮有限公司,山西省太原,股份有限公司,1553,2002-10-09,山西省太原市杏花岭区
james芝士肋排,james芝士肋,100,1万以下,james芝士肋排,江苏省,外商投资企业,15,2005-03-11,江苏省
世纪蕉叶,西餐,58,1~5万,世纪蕉叶,山东省济南,有限责任公司,300,2005-08-24,山东省济南市
一米番咖喱餐厅,咖喱,690,50~100万,宁波市好味当餐饮股份有限公司,浙江省宁波,股份有限公司,400,2002-06-08,浙江省宁波市
大饱口福自助餐厅,自助餐,100,5~10万,大饱口福自助餐厅,云南省,有限责任公司,200,2010-05-05,云南省
爱意披萨,披萨,32,1~5万,爱意披萨,天津市,有限责任公司,400,2005-08-05,天津市东丽区
牛客来牛排,餐饮,50,1~5万,牛客来牛排,浙江省,有限责任公司,500,2010-12-13,浙江省
西客莱牛排,牛排,220,20~50万,西客莱牛排,四川省,有限责任公司,2000,2012-10-01,四川省
牛排馆,牛排馆,200,10~20万,卓奇餐饮管理有限公司,北京市,有限责任公司,200,2010-06-16,北京市
牛仕莱牛排西餐,西餐,80,10~20万,江苏牛仕莱餐饮有限公司,江苏省盐城,有限责任公司,500,2013-01-08,江苏省盐城市建湖县人
Yun Plus亲子绘本餐厅,西餐厅,104,1~5万,Yun Plus亲子绘本餐厅,浙江省,有限责任公司,400,2010-09-14,浙江省
华堡之,西餐,50,20~50万,北京华堡之食品有限公司,北京市,有限责任公司,50,2001-05-10,北京市东城区
西部牛扒,西餐,67,10~20万,西部牛扒,上海市,有限责任公司,100,2004-03-24,上海市
香港龙茶坊,,50,1万以下,香港龙茶坊饮食集团连锁有限公司,广东省广州,合资经营企业(港、澳、台资),100,2006-04-29,广东省广州市海珠区
ALLORA意大利餐厅,西餐厅,114,1~5万,ALLORA意大利餐厅,上海市,有限责任公司,400,2015-08-05,上海市
麦乐仕汉堡,餐饮,50,1~5万,麦乐仕汉堡,广东省,有限责任公司,500,2010-06-27,广东省
犇悦牛排,牛排,7,20~50万,犇悦牛排,北京市,有限责任公司,1000,2012-10-01,北京市
蟹满香美食,"蟹满香美食城,蟹",100,1~5万,蟹满香美食,,,,,
易乐宝西餐,餐饮,409,10~20万,易乐宝餐饮管理有限公司,上海市,有限责任公司,500,2012-09-18,上海市
季诺意式休闲餐饮,餐饮,50,1~5万,季诺意式休闲餐饮,上海市,有限责任公司,500,2010-12-06,上海市
海森堡现代德国餐厅,西餐厅,154,1~5万,海森堡现代德国餐厅,上海市,有限责任公司,400,2005-09-02,上海市
曼谷风泰式餐厅,西餐,65,1~5万,曼谷风泰式餐厅,上海市,有限责任公司,300,2010-06-21,上海市
尚卡罗牛排,西餐,545,1~5万,尚卡罗牛排,上海市,有限责任公司,500,2009-08-07,上海市
福罗德汉堡,餐饮管理咨询，企,100,10~20万,武汉千颂基餐饮管理有限公司,湖北省,有限责任公司,100,2014-11-28,武汉市新洲区阳逻街客
荷花泰菜,西餐,102,1~5万,荷花泰菜,江苏省南京,有限责任公司,300,2006-09-23,江苏省南京市
上海西餐,西餐,36,5~10万,上海西餐,上海市,私营企业,500,2009-02-18,上海市
Va Bene华万意意大利餐厅,西餐,85,1~5万,Va Bene华万意意大利餐厅,上海市,有限责任公司,400,2003-09-05,上海市
PIZZA SAPORITA-意块,西餐,125,1~5万,PIZZA SAPORITA-,,,,,
青瓦台纸上烤肉,纸上烤肉,80,1~5万,鼎食企业管理咨询有限公司,河南省,私营企业,50,2005-08-10,河南省郑州市管城区紫
炭吉牛排,牛排,15,10~20万,炭吉牛排,上海市,有限责任公司,1000,2013-01-02,上海市
费尼餐厅,西餐厅,59,1~5万,费尼餐厅,北京市,有限责任公司,500,2010-12-16,北京市
西堤厚牛排,西堤厚牛排,357,10~20万,西堤厚牛排,上海市,有限责任公司,300,2002-09-25,上海市
聚享来牛排,牛排,15,20~50万,河南省聚享来餐饮管理有限公司,河南省,有限责任公司,6000,2014-10-01,河南省
王守义咖喱,咖喱,590,50~100万,驻马店市王守义十三香调味品集团,河北省石庄,有限责任公司,400,1984-09-15,河北省石庄市
纸箱王西餐,食品,100,5~10万,纸箱王西餐,台湾省,有限责任公司,200,2012-06-15,台湾省
彼芝奇比萨,彼芝奇比萨,227,10~20万,福州彼芝奇餐饮有限责任公司,福建省,有限责任公司,300,2006-09-05,福建省
爱的披萨,西餐,167,10~20万,哈尔滨市爱的披萨快餐店,黑龙江省哈尔滨,股份有限公司,1663,2009-10-14,黑龙江省哈尔滨市南岗
一帘幽梦牛排,餐饮,35,10~20万,一帘幽梦牛排,北京市,私营企业,50,2017-01-01,北京市
亲爱的汉堡,汉堡西餐,36,20~50万,亲爱的汉堡,福建省厦门,有限责任公司,50,2016-09-13,福建省厦门市开元区
菲可披萨,披萨,106,1~5万,菲可披萨,湖北省,有限责任公司,300,2012-10-09,湖北省
波比披萨,披萨,103,1~5万,波比披萨,广东省,有限责任公司,300,2011-08-09,广东省
比锦味,奶茶加盟和奶茶原,20,5~10万,比锦味食品加盟有限公司,江西省,有限责任公司,200,2009-11-02,江西省抚州地区黎川县
泰咕咖喱,西餐,65,1~5万,泰咕咖喱,上海市,有限责任公司,300,2010-02-14,上海市
思南公馆AJM法国餐厅,西餐厅,50,1~5万,思南公馆AJM法国餐厅,北京市,有限责任公司,500,2009-12-14,北京市
纽曰客,汉堡，炸鸡，中西,21,1~5万,长沙市敏乐食品有限公司,湖南省,有限责任公司,108,2008-11-01,湖南省长沙市雨花区黎
凯蒂喵喵,餐饮,50,1~5万,凯蒂喵喵,上海市,有限责任公司,500,2010-12-07,上海市
银贝儿西饼屋,,300,5~10万,银贝儿西饼屋,山东省,有限责任公司,400,2012-01-05,山东省
伍佰孺西餐,小吃,558,20~50万,中国胜宇餐饮有限公司管理,北京市,有限责任公司,300,2008-09-09,北京市
十分牛焰火牛排,牛排,9,10~20万,十分牛焰火牛排,广东省,有限责任公司,1000,2010-01-01,广东省
冬音面,西餐,58,1~5万,冬音面,上海市,有限责任公司,300,2005-08-21,上海市
华梅西餐厅,西餐厅,25,5~10万,华梅西餐厅,浙江省,有限责任公司,254,2008-07-16,浙江省
邦诺牛排,牛排,41,1~5万,邦诺牛排,黑龙江省伊春,有限责任公司,200,2012-08-21,黑龙江省伊春市友好区
金华森林亲子餐厅,主题餐厅,506,20~50万,金华森林亲子餐厅,北京市,有限责任公司,400,2013-10-08,北京市
Sakura London樱伦音乐餐厅,西餐,58,1~5万,Sakura London樱伦,上海市,有限责任公司,400,2008-08-08,上海市
4u披萨,西餐,50,20~50万,4u披萨,北京市,有限责任公司,30,1964-06-23,北京市东城区
曼泰泰国料理,泰国料理,6,20~50万,曼泰泰国料理,上海市,有限责任公司,1000,2013-11-01,上海市
莎宾娜西餐厅,西餐,55,5~10万,北京莎宾娜西餐厅,北京市,有限责任公司,100,2013-05-14,北京市石景山区
