200GANA-1868,「マジ軟派、初撮。1170」：MGS動画,3.8,1907,28691,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1868/
200GANA-1894,「某競馬場で馬好き女子＝ウマジョをナンパ！馬並みチ〇ポで荒ぶる男に跨り華麗な騎乗位を披露！天才巨乳ジョッキー誕生の瞬間！！」：MGS動画,4.0,1718,24441,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1894/
200GANA-1795,「百戦錬磨のナンパ師のヤリ部屋で、連れ込みSEX隠し撮り087」：MGS動画,3.7,1312,26536,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1795/
200GANA-1878,「マジ軟派、初撮。1169」：MGS動画,3.8,2009,33261,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1878/
200GANA-1875,「マジ軟派、初撮。1168」：MGS動画,4.3,7651,213561,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1875/
200GANA-1744,「百戦錬磨のナンパ師のヤリ部屋で、連れ込みSEX隠し撮り086」：MGS動画,3.0,793,18024,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1744/
200GANA-1873,「百戦錬磨のナンパ師のヤリ部屋で、連れ込みSEX隠し撮り085」：MGS動画,4.2,1251,24476,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1873/
200GANA-1872,「百戦錬磨のナンパ師のヤリ部屋で、連れ込みSEX隠し撮り084」：MGS動画,4.1,2550,45320,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1872/
200GANA-1890,「【パリピフェスでパリピギャルGET！】平成最後のU〇TRAJAPANでボルテージ最高潮のエロ美女2人組を即日ホテルへお待ち帰り！テンションアゲアゲ↑↑な4P乱交フェスへと展開！一体感最高のイキ尽きるまでセックス！」：MGS動画,4.3,2102,59059,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1890/
200GANA-1861,「マジ軟派、初撮。1167」：MGS動画,4.1,819,15175,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1861/
200GANA-1880,「マジ軟派、初撮。1166」：MGS動画,4.7,7312,82095,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1880/
200GANA-1891,「日本最大級EDMイベント・U〇TRAJAPANでテンションアゲアゲの日焼け巨乳ギャルを激ノリナンパ！音楽フェスで開放的になったお股からの潮吹きスプラッシュ！からのアゲアゲチ〇ポでサウンド刻むぜパコパコSEX！」：MGS動画,4.6,1356,31741,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1891/
200GANA-1866,「マジ軟派、初撮。1165」：MGS動画,3.5,678,16333,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1866/
200GANA-1858,「マジ軟派、初撮。1164」：MGS動画,3.8,406,13977,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1858/
200GANA-1859,「マジ軟派、初撮。1163」：MGS動画,3.8,1436,26014,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1859/
200GANA-1847,「マジ軟派、初撮。1162」：MGS動画,3.8,1580,30130,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1847/
200GANA-1863,「マジ軟派、初撮。1161」：MGS動画,3.9,13520,335884,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1863/
200GANA-1865,「マジ軟派、初撮。1160」：MGS動画,4.2,448,11469,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1865/
200GANA-1862,「マジ軟派、初撮。1159」：MGS動画,4.0,569,15597,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1862/
200GANA-1757,「マジ軟派、初撮。1158」：MGS動画,3.6,892,15672,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1757/
200GANA-1855,「マジ軟派、初撮。1157」：MGS動画,4.0,1248,25221,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1855/
200GANA-1857,「マジ軟派、初撮。1156」：MGS動画,4.1,3379,47770,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1857/
200GANA-1856,「【意識高い系ランニング女子！】ガードは堅いし怒られるし…それでもめげずに懇願し、どうにかこうにかSEX開始したら、潮吹きまくりのイキまくり！！」：MGS動画,4.4,4700,68024,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1856/
200GANA-1853,「マジ軟派、初撮。1155」：MGS動画,3.5,880,21105,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1853/
200GANA-1854,「マジ軟派、初撮。1154」：MGS動画,4.5,560,12696,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1854/
200GANA-1852,「マジ軟派、初撮。1153」：MGS動画,4.0,700,11687,https://www.mgstage.com/monthly/nanpatv/video/200GANA-1852/
