city,district_name,subdistrict_name,subdistrict_xiaoqu_num,subdistrict_url
bj,通州,通州其它, 79 ,http://bj.lianjia.com/xiaoqu/tongzhouqita11/
bj,通州,武夷花园, 42 ,http://bj.lianjia.com/xiaoqu/wuyihuayuan/
bj,通州,新华大街, 111 ,http://bj.lianjia.com/xiaoqu/xinhuadajie/
bj,通州,亦庄, 91 ,http://bj.lianjia.com/xiaoqu/yizhuang1/
bj,通州,玉桥, 24 ,http://bj.lianjia.com/xiaoqu/yuqiao/
bj,昌平,奥林匹克公园, 47 ,http://bj.lianjia.com/xiaoqu/aolinpikegongyuan11/
bj,昌平,安宁庄, 28 ,http://bj.lianjia.com/xiaoqu/anningzhuang1/
bj,昌平,百善镇, 0 ,http://bj.lianjia.com/xiaoqu/baishanzhen/
bj,昌平,北七家, 102 ,http://bj.lianjia.com/xiaoqu/beiqijia/
bj,昌平,昌平其它, 80 ,http://bj.lianjia.com/xiaoqu/changpingqita1/
bj,昌平,东关, 51 ,http://bj.lianjia.com/xiaoqu/dongguan/
bj,昌平,鼓楼大街, 94 ,http://bj.lianjia.com/xiaoqu/guloudajie/
bj,昌平,回龙观, 123 ,http://bj.lianjia.com/xiaoqu/huilongguan2/
bj,昌平,霍营, 22 ,http://bj.lianjia.com/xiaoqu/huoying/
bj,昌平,立水桥, 25 ,http://bj.lianjia.com/xiaoqu/lishuiqiao1/
bj,昌平,南邵, 14 ,http://bj.lianjia.com/xiaoqu/nanshao/
bj,昌平,南口, 32 ,http://bj.lianjia.com/xiaoqu/nankou/
bj,昌平,沙河, 97 ,http://bj.lianjia.com/xiaoqu/shahe2/
bj,昌平,天通苑, 36 ,http://bj.lianjia.com/xiaoqu/tiantongyuan1/
bj,昌平,西关环岛, 42 ,http://bj.lianjia.com/xiaoqu/xiguanhuandao/
bj,昌平,西三旗, 54 ,http://bj.lianjia.com/xiaoqu/xisanqi1/
bj,昌平,小汤山, 39 ,http://bj.lianjia.com/xiaoqu/xiaotangshan1/
bj,大兴,大兴其它, 89 ,http://bj.lianjia.com/xiaoqu/daxingqita11/
bj,大兴,大兴开发区, 3 ,http://bj.lianjia.com/xiaoqu/daxingkaifaqu/
bj,大兴,观音寺, 17 ,http://bj.lianjia.com/xiaoqu/guanyinsi/
bj,大兴,高米店南, 25 ,http://bj.lianjia.com/xiaoqu/gaomidiannan/
bj,大兴,黄村火车站, 24 ,http://bj.lianjia.com/xiaoqu/huangcunhuochezhan/
bj,大兴,黄村北, 12 ,http://bj.lianjia.com/xiaoqu/huangcunbei/
bj,大兴,黄村中, 48 ,http://bj.lianjia.com/xiaoqu/huangcunzhong/
bj,大兴,和义, 40 ,http://bj.lianjia.com/xiaoqu/heyi/
bj,大兴,旧宫, 74 ,http://bj.lianjia.com/xiaoqu/jiugong1/
bj,大兴,科技园区, 116 ,http://bj.lianjia.com/xiaoqu/kejiyuanqu/
bj,大兴,天宫院南, 23 ,http://bj.lianjia.com/xiaoqu/tiangongyuannan/
bj,大兴,天宫院, 14 ,http://bj.lianjia.com/xiaoqu/tiangongyuan/
bj,大兴,西红门, 65 ,http://bj.lianjia.com/xiaoqu/xihongmen/
bj,大兴,瀛海, 22 ,http://bj.lianjia.com/xiaoqu/yinghai/
bj,大兴,亦庄, 91 ,http://bj.lianjia.com/xiaoqu/yizhuang1/
bj,大兴,郁花园, 9 ,http://bj.lianjia.com/xiaoqu/yuhuayuan/
bj,大兴,亦庄开发区其它, 22 ,http://bj.lianjia.com/xiaoqu/yizhuangkaifaquqita1/
bj,大兴,枣园, 42 ,http://bj.lianjia.com/xiaoqu/zaoyuan/
bj,亦庄开发区,大兴其它, 89 ,http://bj.lianjia.com/xiaoqu/daxingqita11/
bj,亦庄开发区,马驹桥, 40 ,http://bj.lianjia.com/xiaoqu/majuqiao1/
bj,亦庄开发区,通州其它, 79 ,http://bj.lianjia.com/xiaoqu/tongzhouqita11/
bj,亦庄开发区,亦庄, 91 ,http://bj.lianjia.com/xiaoqu/yizhuang1/
bj,亦庄开发区,亦庄开发区其它, 22 ,http://bj.lianjia.com/xiaoqu/yizhuangkaifaquqita1/
bj,顺义,后沙峪, 36 ,http://bj.lianjia.com/xiaoqu/houshayu1/
bj,顺义,李桥, 4 ,http://bj.lianjia.com/xiaoqu/liqiao1/
bj,顺义,马坡, 47 ,http://bj.lianjia.com/xiaoqu/mapo/
bj,顺义,顺义城, 91 ,http://bj.lianjia.com/xiaoqu/shunyicheng/
bj,顺义,顺义其它, 87 ,http://bj.lianjia.com/xiaoqu/shunyiqita1/
bj,顺义,首都机场, 18 ,http://bj.lianjia.com/xiaoqu/shoudoujichang1/
bj,顺义,天竺, 6 ,http://bj.lianjia.com/xiaoqu/tianzhu1/
bj,顺义,中央别墅区, 100 ,http://bj.lianjia.com/xiaoqu/zhongyangbieshuqu1/
bj,房山,长阳, 98 ,http://bj.lianjia.com/xiaoqu/changyang1/
bj,房山,城关, 74 ,http://bj.lianjia.com/xiaoqu/chengguan/
bj,房山,窦店, 26 ,http://bj.lianjia.com/xiaoqu/doudian/
bj,房山,房山其它, 46 ,http://bj.lianjia.com/xiaoqu/fangshanqita/
bj,房山,韩村河, 7 ,http://bj.lianjia.com/xiaoqu/hancunhe1/
bj,房山,良乡, 170 ,http://bj.lianjia.com/xiaoqu/liangxiang/
bj,房山,琉璃河, 23 ,http://bj.lianjia.com/xiaoqu/liulihe/
bj,房山,燕山, 31 ,http://bj.lianjia.com/xiaoqu/yanshan/
bj,房山,阎村, 35 ,http://bj.lianjia.com/xiaoqu/yancun/
bj,门头沟,滨河西区, 26 ,http://bj.lianjia.com/xiaoqu/binhexiqu1/
bj,门头沟,城子, 46 ,http://bj.lianjia.com/xiaoqu/chengzi/
bj,门头沟,大峪, 43 ,http://bj.lianjia.com/xiaoqu/dayu/
bj,门头沟,冯村, 15 ,http://bj.lianjia.com/xiaoqu/fengcun/
bj,门头沟,门头沟其它, 69 ,http://bj.lianjia.com/xiaoqu/mentougouqita1/
bj,门头沟,石门营, 14 ,http://bj.lianjia.com/xiaoqu/shimenying/
bj,门头沟,石景山其它, 25 ,http://bj.lianjia.com/xiaoqu/shijingshanqita1/
bj,平谷,平谷其它, 51 ,http://bj.lianjia.com/xiaoqu/pingguqita1/
bj,怀柔,怀柔, 83 ,http://bj.lianjia.com/xiaoqu/huairouchengqu1/
bj,怀柔,怀柔其它, 0 ,http://bj.lianjia.com/xiaoqu/huairouqita1/
bj,怀柔,密云其它, 103 ,http://bj.lianjia.com/xiaoqu/miyunqita11/
bj,密云,密云其它, 103 ,http://bj.lianjia.com/xiaoqu/miyunqita11/
bj,延庆,延庆其它, 41 ,http://bj.lianjia.com/xiaoqu/yanqingqita1/
